Id,OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
2035,7,1789,0,1,0,2.0,79.0,1,2001,0,3,0,0,917,0,0,1,1,7,1,681.0,0,0,0,0,0,0,1,0,0
2036,8,1586,0,1,0,2.0,24.0,1,1999,0,3,0,0,624,0,0,1,1,7,1,612.0,0,0,0,0,0,0,1,0,0
2037,8,1607,0,1,0,2.0,24.0,1,1999,0,3,0,0,645,0,0,1,1,7,1,813.0,0,0,0,0,0,0,1,0,0
2038,10,2393,0,6,0,2.0,36.0,1,1998,0,3,0,0,924,0,0,1,1,7,1,128.0,0,0,0,0,90,0,1,0,0
2039,8,1239,1,6,0,2.0,22.0,1,1995,0,3,0,0,0,0,0,1,0,4,1,560.0,0,0,0,0,24,0,1,0,0
2040,9,2944,1,1,0,3.0,0.0,1,1977,0,4,0,0,1345,0,0,0,0,9,1,410.0,0,0,0,0,70,0,1,0,0
2041,8,1671,1,3,0,2.0,103.0,1,1976,0,5,0,0,0,1,0,0,0,6,1,1044.0,0,0,0,0,90,0,1,0,0
2042,7,1812,0,1,0,2.0,0.0,1,2002,0,3,0,0,860,0,0,1,1,7,1,0.0,0,0,0,0,112,0,1,0,0
2043,6,1427,1,1,0,2.0,0.0,1,1969,0,3,0,0,0,0,0,0,0,7,1,828.0,0,0,0,0,0,0,1,0,0
2044,6,1740,1,1,0,2.0,85.0,1,1968,0,3,0,0,0,1,0,0,0,8,1,301.0,0,0,0,0,0,0,1,0,0
2045,7,1620,1,4,0,2.0,0.0,0,1967,0,3,0,0,0,0,0,0,0,8,1,603.0,0,0,0,0,62,0,1,0,0
2046,5,1625,1,1,0,2.0,75.0,1,1965,0,3,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
2047,5,1464,1,1,0,2.0,73.0,1,1968,0,3,0,0,732,0,0,0,0,7,1,732.0,0,0,0,0,40,0,1,0,0
2048,5,925,1,3,0,2.0,65.0,1,1965,0,3,0,0,0,0,0,0,0,5,1,260.0,0,0,0,0,0,0,1,0,0
2049,5,1728,1,1,0,2.0,72.0,1,1965,0,3,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,1,0,0
2050,7,1670,1,1,0,2.0,0.0,1,1971,0,3,0,0,825,0,0,0,0,7,1,583.0,0,0,0,0,0,0,1,0,0
2051,5,1014,1,0,0,1.0,74.0,1,1956,0,3,0,0,0,1,0,0,0,6,1,0.0,0,0,0,0,0,0,1,0,0
2052,5,1114,1,1,0,2.0,90.0,1,1961,0,4,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
2053,5,1118,1,1,0,1.0,0.0,1,1960,0,3,0,0,0,0,0,0,0,6,1,528.0,0,0,0,0,0,0,1,0,0
2054,4,906,1,1,0,1.0,50.0,1,1937,0,3,0,0,453,0,0,1,0,5,0,120.0,0,0,0,0,0,0,1,0,0
2055,5,1496,1,1,0,2.0,80.0,1,1960,0,2,0,0,0,0,0,0,0,6,1,658.0,0,0,0,0,22,0,1,0,0
2056,5,1337,1,3,0,1.0,80.0,1,1950,0,4,0,0,0,0,0,0,0,7,1,32.0,0,0,0,0,192,0,1,0,0
2057,5,1036,1,1,0,1.0,63.0,1,1953,1,3,0,0,0,0,0,0,0,5,1,531.0,0,0,0,0,24,0,1,0,0
2058,6,1988,1,1,0,2.0,90.0,1,1966,0,4,0,0,884,0,0,0,0,9,1,575.0,0,0,0,0,230,0,1,0,0
2059,5,1176,1,2,0,1.0,74.0,1,1957,0,3,0,0,0,0,0,0,0,6,1,621.0,0,0,0,0,88,0,1,0,0
2060,5,1440,1,1,0,1.0,82.0,1,1959,0,3,0,0,0,0,0,0,0,7,1,1053.0,0,0,0,0,0,0,1,0,0
2061,6,1570,1,1,0,2.0,90.0,1,1958,0,3,0,0,0,0,0,0,0,5,1,958.0,0,0,0,0,0,0,1,0,0
2062,5,1104,1,1,0,1.0,75.0,1,1956,0,3,0,0,0,0,0,0,0,5,1,774.0,0,0,0,0,0,0,1,0,0
2063,5,882,1,1,0,1.0,60.0,1,1952,0,3,0,0,0,0,0,0,0,4,1,148.0,0,0,0,0,0,1,0,0,0
2064,5,1152,1,2,0,2.0,102.0,1,1953,0,3,0,0,0,0,0,0,0,6,1,500.0,0,0,0,0,0,0,1,0,0
2065,5,950,1,2,0,2.0,0.0,1,1953,0,3,1,0,0,1,0,1,0,5,1,624.0,0,0,0,1,32,0,1,0,0
2066,6,1790,1,1,0,2.0,95.0,0,1957,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,40,0,1,0,0
2067,5,1764,1,0,0,1.0,71.0,1,1957,0,3,0,0,0,0,0,0,0,7,1,0.0,0,0,1,0,72,0,1,0,0
2068,5,1824,1,1,0,2.0,76.0,1,1957,0,3,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,1,0,0,0
2069,4,869,1,0,0,1.0,60.0,1,1948,0,3,0,0,0,0,0,0,0,3,1,0.0,0,0,0,1,0,0,1,0,0
2070,5,1159,1,1,0,1.0,45.0,1,1925,0,4,0,0,412,0,0,1,0,5,1,0.0,0,0,0,0,0,0,1,0,0
2071,4,672,1,1,0,1.0,60.0,1,1940,0,3,0,0,0,0,0,1,0,4,1,0.0,0,0,0,0,108,0,1,0,0
2072,5,1436,1,1,0,4.0,60.0,1,1922,0,3,0,0,182,1,0,0,0,7,1,0.0,0,0,1,0,0,0,1,0,0
2073,5,1044,1,1,0,2.0,78.0,0,1968,0,3,0,0,0,1,0,0,0,5,1,744.0,0,0,0,0,48,0,1,0,0
2074,7,1312,1,1,0,2.0,76.0,0,1958,0,3,0,0,0,0,0,0,0,6,1,637.0,0,0,0,0,304,0,1,0,0
2075,6,1081,1,1,0,1.0,0.0,1,1960,0,3,0,0,0,0,0,0,0,5,1,697.0,0,0,0,0,82,0,1,0,0
2076,5,876,1,1,0,2.0,60.0,1,1951,0,3,0,0,0,0,0,0,0,5,1,432.0,0,0,0,0,0,0,1,0,0
2077,5,1256,1,3,0,1.0,80.0,1,1959,0,3,0,0,0,0,0,1,0,6,1,476.0,0,0,0,0,240,1,0,0,0
2078,5,1027,1,3,0,1.0,80.0,1,1962,0,3,0,0,0,0,0,0,0,6,1,520.0,0,0,0,0,0,0,1,0,0
2079,6,1320,1,1,0,2.0,60.0,1,1948,1,3,0,0,501,1,0,0,0,5,1,315.0,0,0,0,0,0,0,1,0,0
2080,6,984,1,1,0,1.0,64.0,1,1954,0,3,0,0,0,1,0,0,0,4,1,0.0,0,0,0,0,0,1,0,0,0
2081,6,1278,1,1,0,1.0,60.0,1,1954,0,3,0,0,424,0,0,0,0,6,1,673.0,0,0,0,0,0,1,0,0,0
2082,5,1800,1,1,0,0.0,113.0,1,1961,1,3,0,0,0,0,0,0,0,10,1,0.0,0,0,0,1,0,0,1,0,0
2083,5,1588,1,1,0,2.0,60.0,1,1955,0,4,0,0,564,0,0,0,0,6,1,370.0,0,0,0,0,0,0,1,0,0
2084,5,825,1,1,0,1.0,60.0,1,1954,0,3,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,1,0,0,0
2085,5,1117,1,1,0,1.0,69.0,1,1963,0,3,0,1,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,1,0,0
2086,6,1133,0,1,1,1.0,56.0,1,2008,1,3,0,0,0,0,0,1,0,7,1,96.0,0,0,0,1,175,0,1,0,0
2087,5,1323,0,1,1,2.0,57.0,1,1948,1,3,0,0,375,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
2088,5,1360,0,1,1,1.0,80.0,1,1910,0,3,0,0,680,0,0,0,0,6,1,0.0,0,0,1,1,50,0,1,0,0
2089,5,672,0,1,1,1.0,60.0,1,1940,0,3,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,1,0,0
2090,6,1456,0,1,1,1.0,60.0,1,1915,0,3,0,0,728,0,0,0,0,7,1,0.0,0,0,1,0,0,0,1,0,0
2091,4,1594,0,1,1,0.0,63.0,1,1910,0,3,0,0,658,0,0,0,0,9,1,0.0,0,0,0,0,172,1,0,0,0
2092,4,1656,0,1,1,2.0,63.0,1,1940,0,4,0,0,561,0,0,0,0,8,1,0.0,0,0,1,0,0,1,0,0,0
2093,5,1740,0,1,1,1.0,81.0,1,1920,1,2,0,0,780,0,0,0,0,6,1,360.0,0,0,1,1,0,1,0,0,0
2094,7,1027,0,1,1,0.0,60.0,1,1920,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,28,0,1,0,0
2095,6,1436,0,1,1,2.0,60.0,1,1940,0,3,0,0,552,0,0,0,0,8,1,590.0,0,0,0,0,0,0,1,0,0
2096,5,899,0,1,1,1.0,60.0,1,1910,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,1,1,0,1,0,0,0
2097,5,1080,0,1,1,0.0,44.0,1,1890,0,3,0,0,396,0,0,0,0,5,1,0.0,0,0,1,0,165,0,1,0,0
2098,5,1499,0,1,1,3.0,75.0,1,1946,0,3,0,0,595,0,0,0,0,5,1,445.0,0,0,0,0,20,1,0,0,0
2099,2,407,0,1,1,1.0,62.0,1,1946,0,4,0,0,0,0,0,0,0,3,1,0.0,0,0,1,1,0,1,0,0,0
2100,3,1588,0,1,1,0.0,103.0,1,1949,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
2101,5,1627,0,1,1,2.0,69.0,1,1900,0,2,0,0,797,0,0,0,0,10,1,0.0,0,0,1,1,0,1,0,0,0
2102,7,1450,0,1,1,1.0,53.0,1,1920,1,3,0,0,720,0,0,0,0,7,1,116.0,0,0,1,0,192,0,1,0,0
2103,5,1017,0,1,1,1.0,69.0,1,1900,0,3,0,0,308,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
2104,5,2350,0,1,1,2.0,60.0,1,1920,0,3,0,0,973,0,1,0,0,10,1,234.0,0,0,1,0,0,0,0,0,0
2105,5,1540,0,1,1,0.0,60.0,1,1905,0,3,0,0,656,0,0,0,0,7,1,0.0,0,0,1,0,77,0,1,0,0
2106,2,1086,0,1,1,2.0,60.0,1,1920,0,2,0,0,363,0,0,0,0,5,1,0.0,0,0,1,1,24,0,1,0,0
2107,7,2495,0,1,1,2.0,60.0,1,1890,0,3,0,0,1182,0,0,0,0,10,1,0.0,0,0,1,0,299,0,1,0,0
2108,5,984,0,1,1,1.0,65.0,1,1959,0,3,0,0,0,0,0,0,0,5,1,200.0,0,0,0,0,0,0,1,0,0
2109,4,1093,0,1,1,1.0,52.0,1,1958,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
2110,5,1143,1,4,0,1.0,55.0,1,1928,0,4,0,0,0,0,0,0,0,5,1,406.0,0,0,1,0,0,0,1,0,0
2111,7,1668,0,1,1,1.0,0.0,1,1945,0,3,0,0,473,0,0,0,0,8,0,0.0,0,0,0,0,0,0,1,0,0
2112,5,1738,1,1,0,1.0,0.0,1,1935,0,3,0,0,594,0,0,0,0,6,1,175.0,0,0,1,0,30,0,1,0,0
2113,5,1210,0,1,1,1.0,50.0,1,1941,0,4,0,0,378,0,0,0,0,6,1,600.0,0,0,0,0,0,0,1,0,0
2114,6,1290,0,1,1,1.0,59.0,0,1900,0,4,0,0,554,0,0,0,0,6,0,0.0,0,0,1,0,112,0,1,0,0
2115,6,1672,0,1,1,1.0,50.0,1,1940,0,3,0,0,658,0,0,0,0,6,1,521.0,0,0,0,0,11,0,1,0,0
2116,5,949,0,1,1,2.0,50.0,1,1924,0,2,0,0,0,0,0,0,0,5,1,0.0,0,0,1,0,0,0,1,0,0
2117,6,1497,0,2,1,1.0,50.0,1,1937,0,4,0,0,672,0,0,0,0,5,1,201.0,0,0,1,0,0,0,1,0,0
2118,6,1342,0,1,1,1.0,50.0,1,1939,0,3,0,0,468,0,0,0,0,7,1,264.0,0,0,0,0,0,0,1,0,0
2119,6,1013,0,1,1,1.0,50.0,1,1926,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
2120,5,1216,0,1,1,1.0,60.0,1,1920,0,4,0,0,651,0,0,0,0,6,1,68.0,0,0,1,0,0,0,1,0,0
2121,4,896,0,0,1,1.0,99.0,1,1946,0,3,0,0,0,0,0,1,0,4,1,0.0,0,1,0,0,0,1,0,0,0
2122,4,1136,0,1,1,1.0,52.0,1,1929,0,3,0,0,512,0,0,1,0,6,1,80.0,0,0,0,0,365,0,1,0,0
2123,5,808,0,0,1,1.0,0.0,1,1945,0,4,0,0,0,0,0,0,0,6,1,0.0,0,0,0,1,48,0,1,0,0
2124,7,2009,0,2,1,2.0,52.0,1,1939,0,3,0,0,764,0,0,0,0,7,1,300.0,0,0,1,0,20,0,1,0,0
2125,5,1902,0,1,1,2.0,51.0,1,1923,1,3,0,0,676,0,0,0,0,7,1,203.0,0,0,1,0,139,0,1,0,0
2126,6,1716,1,1,0,2.0,60.0,1,1915,0,4,0,0,546,0,0,0,0,8,1,0.0,0,0,1,0,195,0,1,0,0
2127,6,1984,0,1,1,1.0,57.0,0,1910,0,3,0,0,742,0,0,1,0,8,1,196.0,0,0,0,0,0,0,1,0,0
2128,6,1609,0,1,1,1.0,63.0,1,1910,0,3,0,0,784,0,0,0,0,7,1,0.0,0,0,1,0,182,0,1,0,0
2129,6,768,0,1,1,2.0,0.0,1,1930,0,4,0,0,0,0,0,0,0,4,1,0.0,0,0,1,0,0,0,1,0,0
2130,6,1536,0,1,1,1.0,60.0,1,1952,0,3,0,0,768,0,0,0,0,7,1,372.0,0,0,0,0,216,1,0,0,0
2131,6,1969,0,1,1,2.0,60.0,1,1938,0,3,0,0,0,0,0,0,0,9,1,0.0,0,0,1,0,34,0,1,0,0
2132,5,1308,0,1,1,2.0,0.0,1,1915,0,2,0,0,428,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
2133,6,1040,0,1,1,2.0,60.0,1,1925,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,132,0,1,0,0
2134,6,1236,0,1,1,1.0,62.0,1,1925,0,3,0,0,448,0,0,1,0,6,1,121.0,0,0,0,0,0,0,1,0,0
2135,5,759,0,1,1,2.0,60.0,1,1912,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,1,0,0,0,1,0,0
2136,3,1344,0,1,1,0.0,60.0,1,1915,0,2,0,0,536,0,0,1,0,8,1,0.0,0,0,0,1,0,0,0,0,0
2137,5,1054,1,1,0,1.0,82.0,1,1947,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,1,60,0,1,0,0
2138,5,1075,1,1,0,2.0,0.0,1,1963,0,3,0,0,0,0,0,0,0,6,1,784.0,0,0,0,0,0,0,1,0,0
2139,6,1096,1,1,0,2.0,80.0,1,1978,0,3,0,0,0,0,0,0,0,6,1,528.0,0,0,0,0,0,0,1,0,0
2140,5,992,1,1,0,1.0,68.0,0,1967,0,2,0,0,0,0,0,0,0,6,1,758.0,0,0,0,0,0,0,1,0,0
2141,6,1034,1,1,0,2.0,0.0,1,1978,0,3,0,0,0,1,0,0,0,6,1,450.0,0,0,0,0,0,0,1,0,0
2142,5,1073,1,1,0,1.0,0.0,1,1967,0,3,0,0,0,0,0,0,0,6,1,221.0,0,0,0,0,90,0,1,0,0
2143,5,1126,1,5,0,2.0,0.0,1,1984,0,3,0,0,0,0,0,1,0,5,1,104.0,0,0,0,0,0,0,1,0,0
2144,5,1140,1,1,0,2.0,60.0,1,1920,0,3,0,0,0,0,0,1,0,6,1,1300.0,0,0,0,0,0,0,1,0,0
2145,5,960,1,1,0,1.0,94.0,1,1963,0,4,0,0,0,0,0,0,0,6,1,634.0,0,0,0,0,0,0,1,0,0
2146,6,1188,1,1,0,2.0,88.0,1,1956,0,3,0,0,0,0,0,0,0,4,1,776.0,0,0,0,0,89,1,0,0,0
2147,5,1721,1,1,0,2.0,0.0,1,1960,0,3,0,0,0,0,0,0,0,7,1,988.0,0,0,0,0,84,0,1,0,0
2148,5,1350,1,1,0,3.0,63.0,1,1941,0,3,0,0,486,0,1,0,0,6,1,336.0,0,0,1,0,0,0,1,0,0
2149,5,904,1,1,0,3.0,0.0,1,1970,0,4,0,0,0,0,1,1,0,5,1,704.0,0,0,0,0,0,0,1,0,0
2150,7,1524,1,1,0,2.0,82.0,1,1979,0,3,0,0,0,0,0,0,0,7,1,599.0,0,0,0,0,0,0,1,0,0
2151,7,1079,1,1,0,1.0,50.0,1,1948,0,3,0,0,462,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
2152,5,1518,1,1,0,0.0,85.0,1,1940,0,3,0,0,0,0,0,1,0,5,1,1035.0,0,0,0,0,39,0,1,0,0
2153,5,1509,1,1,0,1.0,68.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,870.0,0,0,0,0,0,1,0,0,0
2154,5,864,1,1,0,0.0,50.0,1,1975,0,3,0,0,0,0,0,1,0,4,1,864.0,0,0,0,1,0,0,1,0,0
2155,6,1269,1,1,0,1.0,50.0,1,1962,0,3,0,0,648,1,0,0,0,7,1,324.0,0,0,0,0,236,0,1,0,0
2156,6,2814,1,1,0,2.0,0.0,1,1995,0,3,0,0,1721,0,0,1,0,9,1,779.0,0,0,0,0,32,0,1,0,0
2157,7,1626,1,1,0,2.0,80.0,1,1994,0,3,0,0,0,0,0,1,0,7,1,1271.0,0,0,0,0,40,0,1,0,0
2158,7,2200,1,1,0,2.0,0.0,1,1993,0,3,0,0,1099,0,0,1,0,9,1,355.0,0,0,0,0,98,0,1,0,0
2159,7,2037,1,1,0,2.0,85.0,1,1996,0,3,0,0,735,0,0,1,0,8,1,0.0,0,0,0,0,33,0,1,0,0
2160,7,1356,1,1,0,2.0,65.0,1,2007,0,3,0,0,728,0,0,1,0,6,1,0.0,0,0,0,0,24,0,1,0,0
2161,8,1615,1,1,0,3.0,65.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,0.0,0,0,0,0,30,0,1,0,0
2162,9,2276,1,1,0,3.0,91.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,2085.0,0,0,0,0,0,0,1,0,0
2163,9,1766,1,1,0,3.0,91.0,1,2008,0,3,0,1,0,0,0,1,0,8,1,1153.0,0,0,0,0,36,0,1,0,0
2164,8,1511,1,1,0,3.0,0.0,1,1995,0,3,0,0,0,0,0,1,0,6,1,770.0,0,0,0,0,42,0,1,0,0
2165,6,1643,1,5,0,2.0,0.0,1,1966,0,3,0,0,0,0,0,0,0,6,1,262.0,0,0,0,0,0,0,1,0,0
2166,5,990,1,1,0,2.0,65.0,1,1994,0,3,0,0,0,0,0,1,0,5,1,722.0,0,0,0,0,0,0,1,0,0
2167,7,1418,1,1,0,2.0,0.0,1,1997,0,3,0,0,0,0,0,1,0,5,1,1308.0,0,0,0,0,110,0,1,0,0
2168,6,1771,1,1,0,2.0,0.0,1,1997,0,3,0,1,899,0,0,1,0,6,1,688.0,0,0,0,0,96,0,1,0,0
2169,7,1652,1,1,0,2.0,68.0,1,2000,0,3,0,0,870,0,0,1,0,6,1,527.0,0,0,0,0,70,0,1,0,0
2170,7,1823,1,1,0,2.0,75.0,0,2000,0,3,0,0,895,0,0,1,0,6,1,663.0,0,0,0,0,36,0,1,0,0
2171,5,1174,1,1,0,2.0,0.0,1,1978,0,3,0,0,0,0,0,0,0,5,1,781.0,0,0,0,0,0,0,1,0,0
2172,5,1076,1,1,0,2.0,0.0,1,1975,0,3,0,0,0,0,0,0,0,5,1,294.0,0,0,0,0,0,0,1,0,0
2173,5,1558,1,5,0,2.0,40.0,1,1975,0,3,0,0,0,0,0,0,0,5,1,88.0,0,0,0,0,0,0,1,0,0
2174,7,2161,1,1,0,2.0,0.0,1,2001,0,3,0,0,871,0,0,1,0,8,1,0.0,0,0,0,0,84,0,1,0,0
2175,9,1947,1,1,0,3.0,0.0,1,2001,0,3,0,0,581,0,0,1,0,7,1,1194.0,0,0,0,0,116,0,1,0,0
2176,8,1786,1,1,0,3.0,0.0,1,2002,0,3,0,0,0,0,0,1,0,6,1,1538.0,0,0,0,0,35,0,1,0,0
2177,7,2327,1,1,0,2.0,41.0,1,2003,0,3,0,0,1198,0,0,1,0,9,1,0.0,0,0,0,0,57,0,1,0,0
2178,8,1764,1,1,0,2.0,96.0,1,1999,0,3,0,0,878,0,0,1,0,7,1,0.0,0,0,0,0,29,0,1,0,0
2179,6,848,0,1,1,2.0,0.0,1,2004,0,3,0,0,0,0,0,1,0,3,1,662.0,0,0,0,0,0,0,1,0,0
2180,6,1838,0,2,1,3.0,83.0,1,1997,0,4,0,0,0,0,0,1,0,8,1,1593.0,0,0,0,0,67,0,1,0,0
2181,7,1445,1,1,0,2.0,75.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,24.0,0,0,0,0,35,0,1,0,0
2182,7,1564,1,1,0,3.0,85.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,56.0,0,0,0,0,24,0,1,0,0
2183,7,1361,1,1,0,2.0,74.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,24.0,0,0,0,0,50,0,1,0,0
2184,5,1092,1,1,0,1.0,75.0,1,1966,0,3,0,0,0,0,0,0,0,6,1,609.0,0,0,0,0,0,0,1,0,0
2185,5,1033,1,1,0,2.0,64.0,1,1976,0,3,0,0,0,0,0,0,0,6,1,456.0,0,0,0,0,0,0,1,0,0
2186,6,1127,1,1,0,2.0,65.0,1,1976,0,3,0,0,0,0,0,0,0,6,1,1033.0,0,0,0,0,0,0,1,0,0
2187,6,1117,1,3,0,2.0,0.0,1,1977,0,3,0,0,0,0,0,0,0,6,1,368.0,0,0,0,0,0,0,1,0,0
2188,6,1398,1,1,0,2.0,72.0,1,1976,0,3,0,0,714,0,0,0,0,6,1,288.0,0,0,0,0,0,0,1,0,0
2189,5,3820,1,0,0,2.0,123.0,1,1959,0,3,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,372,0,1,0,0
2190,4,1152,1,0,0,0.0,65.0,1,1955,0,2,0,0,0,0,0,1,0,6,1,0.0,0,0,0,1,0,0,1,0,0
2191,4,1152,1,0,0,0.0,74.0,1,1955,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,1,0,0,0,0,0
2192,4,784,1,1,0,0.0,56.0,1,1955,0,3,0,0,0,0,0,0,0,4,1,784.0,0,0,0,1,0,0,0,0,0
2193,5,1053,1,1,0,0.0,60.0,1,1938,0,3,0,0,468,0,0,1,0,5,1,0.0,0,0,0,0,0,0,0,0,0
2194,5,1137,1,0,0,0.0,57.0,1,1947,0,4,0,0,208,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
2195,4,930,1,1,0,1.0,68.0,0,1953,0,3,0,0,0,0,0,0,0,5,1,767.0,0,0,0,0,0,0,1,0,0
2196,4,1204,1,1,0,1.0,62.0,1,1954,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,1,0,0,0
2197,4,1292,1,1,0,1.0,67.0,1,1923,0,3,0,0,343,0,0,1,0,6,1,224.0,0,0,0,0,0,0,1,0,0
2198,7,1424,1,1,0,1.0,60.0,1,1921,0,3,0,0,0,0,0,0,0,7,1,0.0,0,0,1,0,0,0,1,0,0
2199,6,1920,1,3,0,2.0,64.0,1,1930,0,3,0,0,960,0,0,0,0,10,1,281.0,0,0,1,0,0,0,1,0,0
2200,6,1316,1,1,0,1.0,66.0,1,1926,0,3,0,0,644,0,0,0,0,6,1,379.0,0,0,1,0,0,0,1,0,0
2201,6,1264,1,1,0,2.0,63.0,0,1914,0,3,0,0,588,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
2202,8,1512,1,1,0,1.0,54.0,1,1925,0,4,0,0,714,0,0,1,0,7,1,406.0,0,0,0,0,16,0,1,0,0
2203,6,1603,1,1,0,2.0,0.0,1,1923,0,3,0,0,784,0,0,0,0,7,1,0.0,0,0,1,0,217,0,1,0,0
2204,5,1938,1,1,0,1.0,0.0,1,1937,0,3,0,0,673,0,0,0,0,7,1,606.0,0,0,0,0,40,0,1,0,0
2205,5,1374,1,1,0,1.0,0.0,1,1938,0,3,0,0,442,0,0,0,0,6,1,0.0,0,0,1,0,0,0,0,0,0
2206,6,1091,1,1,0,1.0,79.0,1,1951,0,2,0,0,0,0,0,1,0,5,1,500.0,0,0,0,1,105,1,0,0,0
2207,8,1873,1,1,0,2.0,100.0,1,1935,0,3,0,0,890,0,0,1,0,9,1,210.0,0,0,0,0,0,0,1,0,0
2208,7,2161,1,1,0,2.0,70.0,1,1950,0,4,0,0,943,0,0,0,0,8,1,435.0,0,0,0,0,96,0,1,0,0
2209,5,1898,1,1,0,2.0,56.0,1,1956,0,3,0,0,0,0,0,1,0,7,1,1116.0,0,0,0,0,51,1,0,0,0
2210,6,1032,0,1,1,2.0,24.0,1,1980,0,3,0,0,516,0,0,0,0,5,1,366.0,0,0,0,0,0,0,1,0,0
2211,6,919,0,6,1,1.0,50.0,1,1926,0,4,0,0,0,0,0,0,0,5,1,299.0,0,0,1,0,0,0,1,0,0
2212,6,1090,0,1,1,1.0,60.0,1,1940,0,3,0,0,330,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
2213,5,1200,0,1,1,0.0,58.0,1,1930,0,3,0,0,420,0,0,0,0,7,1,0.0,0,0,0,0,0,1,0,0,0
2214,5,1656,0,1,1,1.0,75.0,1,1967,0,3,0,0,564,0,0,0,0,7,1,257.0,0,0,0,0,180,0,1,0,0
2215,5,912,0,1,1,1.0,60.0,1,1930,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,1,0,90,1,0,0,0
2216,5,1955,0,1,1,1.0,75.0,1,1958,0,3,0,0,804,0,0,0,0,7,1,330.0,0,0,0,0,0,1,0,0,0
2217,1,733,0,0,0,2.0,80.0,1,1952,0,1,0,0,0,0,0,0,0,4,1,0.0,0,0,0,1,0,1,0,0,0
2218,4,1361,0,1,0,1.0,60.0,1,1895,0,3,0,0,536,0,0,0,0,6,1,0.0,0,0,0,1,123,0,1,0,0
2219,4,1049,0,1,0,1.0,52.0,1,1910,0,3,0,0,378,0,0,1,0,5,1,0.0,0,0,0,1,0,1,0,0,0
2220,4,864,0,1,0,1.0,60.0,1,1920,0,3,0,0,432,0,0,0,0,5,1,0.0,0,0,0,0,30,0,1,0,0
2221,8,1648,0,1,1,2.0,44.0,1,2007,0,3,0,0,0,0,0,1,0,5,1,1476.0,0,0,0,0,53,0,1,0,0
2222,7,1646,0,1,1,2.0,44.0,1,2004,0,3,0,0,0,0,0,1,0,5,1,1474.0,0,0,0,0,53,0,1,0,0
2223,7,2032,1,1,0,3.0,0.0,1,1996,0,3,0,0,0,0,0,1,0,7,1,700.0,0,0,0,0,46,0,1,0,0
2224,7,1820,1,1,0,3.0,0.0,1,1996,0,3,0,0,910,0,0,1,0,8,1,0.0,0,0,0,0,32,0,1,0,0
2225,5,1872,1,0,0,2.0,76.0,1,1976,0,3,0,0,936,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
2226,4,1689,1,1,0,2.0,74.0,1,1991,0,3,0,0,0,0,0,1,0,6,1,1383.0,0,0,0,0,120,0,1,0,0
2227,7,1501,1,1,0,2.0,42.0,1,1986,0,3,0,0,0,0,0,0,0,6,1,893.0,0,0,0,0,0,0,1,0,0
