OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
5,1387,0,1,1,1,50.0,1,1954,0,3,0,0,576,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0
5,796,1,1,0,0,67.0,1,1910,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0
8,1567,1,1,0,3,53.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,1154,0,0,0,0,0,0,1,0,0
8,1518,1,1,0,2,62.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,1218,0,0,0,0,140,0,1,0,0
7,1929,0,1,0,2,0.0,1,2001,0,3,0,0,872,0,0,1,1,7,1,738,0,0,0,0,235,0,1,0,0
8,2704,1,1,0,2,75.0,1,1972,0,3,0,0,704,0,0,0,0,9,1,1410,0,0,0,0,111,0,1,0,0
5,1620,1,4,0,2,80.0,1,1969,0,3,0,0,840,1,0,0,0,7,1,493,0,0,0,0,0,0,1,0,0
9,1766,0,1,0,3,85.0,1,2009,0,3,0,0,0,0,0,1,1,7,1,1121,0,0,0,0,130,0,1,0,0
6,981,1,2,0,2,0.0,1,1971,0,3,0,0,0,0,0,0,0,5,1,282,0,0,0,0,312,0,1,0,0
5,1048,1,0,0,2,60.0,1,1950,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,27,0,1,0,0
6,1094,1,1,0,2,85.0,1,1953,0,3,0,0,0,0,0,0,0,5,1,500,0,0,0,0,0,0,1,0,0
6,1839,1,1,0,2,70.0,1,1966,0,3,0,1,788,0,0,0,0,7,1,0,0,0,0,0,124,0,1,0,0
4,630,0,6,1,0,21.0,1,1970,0,3,0,0,0,0,0,0,0,3,1,131,0,0,0,0,0,0,1,0,0
7,1665,0,1,0,2,65.0,1,2007,0,3,0,0,843,0,0,1,1,7,1,0,0,0,0,0,0,0,1,0,0
4,1510,1,1,0,1,60.0,1,1940,1,3,0,0,755,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
7,1716,1,1,0,2,70.0,1,1996,0,3,0,0,807,0,0,1,0,7,1,0,0,0,0,0,120,0,1,0,0
6,1469,0,1,1,1,60.0,1,1906,0,3,0,0,713,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
8,2113,1,1,0,3,91.0,1,1995,0,4,0,0,0,0,0,1,0,7,1,1696,0,0,0,0,46,0,1,0,0
6,1092,0,1,1,1,21.0,1,1971,0,3,0,0,567,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
5,1053,1,1,0,1,72.0,1,1959,0,3,0,0,0,0,0,0,0,5,1,806,0,0,0,0,0,0,1,0,0
7,1502,1,1,0,1,60.0,1,1931,0,2,0,0,651,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0
6,1458,1,1,0,1,78.0,1,1948,1,3,0,0,546,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
5,1486,1,1,0,2,75.0,1,1964,0,4,0,0,0,0,0,1,0,7,1,637,0,0,0,0,0,0,1,0,0
7,1935,1,1,0,2,0.0,1,1976,0,3,0,0,793,0,0,0,0,7,1,0,0,0,0,0,113,0,1,0,0
8,2448,1,3,0,3,52.0,1,1994,0,3,0,0,762,0,0,1,0,8,1,1361,0,0,0,0,76,0,1,0,0
6,1392,1,1,0,2,120.0,1,1968,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
4,1181,1,3,0,2,90.0,1,1972,0,3,0,0,0,0,0,0,0,6,1,920,0,0,0,0,0,0,1,0,0
8,2097,1,1,0,3,49.0,1,2005,0,3,0,0,0,0,0,1,0,8,1,1721,0,0,0,0,267,0,1,0,0
8,1936,1,1,0,2,106.0,1,2000,0,3,0,0,482,0,0,1,0,7,1,0,0,0,0,0,124,0,1,1,0
6,2380,1,3,0,2,0.0,1,1965,0,4,0,0,915,0,0,0,0,7,1,187,0,0,0,0,265,0,1,0,0
6,1679,1,1,0,2,65.0,1,1994,0,3,0,0,0,0,0,1,0,7,1,1138,0,0,0,0,42,0,1,0,0
5,1437,1,1,0,2,0.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,988,0,0,0,0,0,0,1,0,0
4,1180,1,1,0,1,80.0,1,1922,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0
6,1476,1,1,0,2,64.0,1,2005,0,3,0,0,738,0,0,1,0,7,1,193,0,0,0,0,35,0,1,0,0
6,1369,0,1,0,1,54.0,1,1925,1,4,0,0,672,0,0,0,0,6,1,551,0,0,1,1,0,0,1,0,0
6,1208,1,1,0,2,0.0,1,1977,0,3,0,0,0,0,0,0,0,6,1,767,0,0,0,0,42,0,1,0,0
6,1839,1,1,0,2,110.0,1,1957,0,3,0,0,0,0,0,1,0,7,1,1186,0,0,0,0,87,0,1,0,0
6,1136,1,1,0,1,80.0,1,1965,0,3,0,0,0,0,0,0,0,5,1,892,0,0,0,0,0,0,1,0,0
6,1441,1,1,0,2,24.0,1,1978,0,3,0,0,586,0,0,0,0,7,1,311,0,0,0,0,0,0,1,0,0
4,1774,0,1,1,3,60.0,1,1900,0,3,0,0,679,0,1,0,0,8,1,0,0,0,1,1,0,0,1,0,0
5,792,1,1,0,1,52.0,1,1924,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0
8,2046,1,1,0,3,80.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,82,0,1,0,0
5,988,1,1,0,2,0.0,1,1961,0,3,0,0,0,0,0,0,0,5,1,827,0,0,0,0,0,0,1,0,0
6,923,1,4,0,1,50.0,1,1980,0,3,0,0,0,0,0,0,0,5,1,543,0,0,0,0,0,0,1,0,0
5,1520,0,1,0,1,55.0,1,1932,0,3,0,0,672,0,0,0,0,6,1,182,0,0,1,0,0,0,1,0,0
6,1291,1,1,0,2,0.0,1,1996,0,3,0,0,0,0,0,1,0,6,1,1003,0,0,0,0,0,0,1,0,0
9,1668,1,1,0,3,90.0,1,2002,0,3,0,0,0,0,0,1,0,7,1,1059,0,0,0,0,45,0,1,0,0
7,1839,1,1,0,2,58.0,1,1998,0,3,0,0,644,0,0,1,0,7,1,0,0,0,0,0,81,0,1,0,0
7,2090,1,2,0,2,0.0,1,1984,0,3,0,0,900,0,0,0,0,6,1,828,0,0,0,0,0,0,1,0,0
7,1761,0,1,0,2,84.0,1,2007,0,3,0,0,887,0,0,1,1,7,1,0,0,0,0,0,105,0,1,0,0
7,1102,0,1,0,2,0.0,1,2004,0,3,0,0,551,0,0,1,1,4,1,239,0,0,0,0,60,0,1,0,0
8,1419,1,1,0,2,60.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,945,0,0,0,0,0,0,1,0,0
6,1362,1,1,0,2,61.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,20,0,0,0,0,28,0,1,0,0
6,848,0,1,1,2,0.0,1,2004,0,3,0,0,0,0,0,1,0,3,1,697,0,0,0,0,0,0,1,0,0
10,4316,1,1,0,3,104.0,1,1994,0,3,0,0,1872,0,0,1,0,10,1,1455,0,0,0,0,50,0,1,0,0
7,2519,1,1,0,2,42.0,1,1989,0,3,0,0,1281,0,0,1,0,9,1,965,0,0,0,0,27,0,1,0,0
5,1073,1,1,0,1,60.0,1,1921,0,3,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0
5,1539,0,1,1,2,51.0,1,1936,0,2,0,0,472,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0
6,1137,1,2,0,2,54.0,1,1987,0,3,0,0,0,0,0,0,0,5,1,980,0,0,0,0,0,0,1,0,0
5,616,0,1,1,1,50.0,1,1921,0,3,0,0,0,0,0,0,0,4,1,616,0,0,0,0,0,0,1,0,0
5,1148,1,5,0,1,57.0,1,1952,0,3,0,0,0,0,0,1,0,6,1,210,0,0,0,0,0,1,0,0,0
5,894,1,4,0,1,65.0,1,1965,0,4,0,0,0,0,0,0,0,5,1,553,0,0,0,0,144,0,1,0,0
7,1391,0,1,0,2,59.0,1,2004,0,3,0,0,0,0,0,1,1,5,1,16,0,0,0,0,158,0,1,0,0
8,1800,1,1,0,3,85.0,1,2002,0,3,0,0,0,0,0,1,0,7,1,1274,0,0,0,0,78,0,1,0,0
7,1164,1,1,0,2,80.0,1,1969,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
8,2576,1,1,0,3,82.0,1,2006,0,3,0,0,1312,0,0,1,0,10,1,0,0,0,0,0,100,0,1,0,0
5,1812,0,1,1,2,76.0,1,1900,0,4,0,0,780,0,0,0,0,8,1,0,0,0,1,0,0,0,1,0,0
7,1484,1,1,0,2,70.0,1,2004,0,3,0,0,0,0,0,1,0,7,1,712,0,0,0,0,35,0,1,0,0
4,1092,0,0,1,0,70.0,0,1930,0,2,0,0,720,0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0
7,1824,1,1,0,2,0.0,1,1971,0,3,1,0,0,0,0,0,0,5,1,1219,0,0,0,0,48,0,1,0,0
8,1324,1,1,0,2,48.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,863,0,0,0,0,38,0,1,0,0
7,1456,1,1,0,2,65.0,1,2007,0,3,0,0,728,0,0,1,0,8,1,0,0,0,0,0,24,0,1,1,0
5,904,1,1,0,1,0.0,1,1966,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0
3,729,1,1,0,0,56.0,1,1935,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
4,1178,0,1,0,1,66.0,1,1900,0,3,0,0,319,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
8,1228,1,1,0,2,40.0,1,1988,0,3,0,0,0,0,0,1,0,5,1,767,0,0,0,0,120,0,1,0,0
4,960,1,1,0,2,60.0,1,1970,0,3,0,0,0,0,0,0,0,6,1,789,0,0,0,1,288,0,1,0,0
6,1479,1,1,0,2,0.0,1,1976,0,3,0,0,754,0,0,0,0,6,1,533,0,0,0,0,44,0,1,0,0
6,1350,1,1,0,2,78.0,1,1974,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
7,2554,0,1,1,2,60.0,1,1890,0,4,0,0,978,0,0,0,0,8,1,0,0,0,1,0,48,0,1,0,0
5,1178,1,1,0,2,80.0,1,1973,0,3,0,0,0,0,0,0,0,5,1,1084,0,0,0,0,0,0,1,0,0
7,2418,1,1,0,3,96.0,1,1993,0,3,0,0,1093,0,0,1,0,9,1,1173,0,0,0,0,154,0,1,0,0
5,971,1,1,0,1,69.0,1,1969,0,3,0,0,0,0,0,0,0,5,1,523,0,0,0,0,0,0,1,0,0
8,1742,1,1,0,2,0.0,1,1985,0,3,0,0,0,0,0,1,0,5,1,1148,0,0,0,0,28,0,1,0,0
6,848,0,1,1,2,0.0,1,2004,0,3,0,0,0,0,0,1,0,3,1,662,0,0,0,0,0,0,1,0,0
4,864,1,1,0,2,70.0,1,1970,0,4,0,0,0,0,0,0,0,5,1,191,0,0,0,0,0,0,1,0,0
4,1470,1,1,0,1,60.0,1,1954,0,3,0,0,473,0,0,1,0,7,1,0,0,0,0,0,0,0,1,0,0
9,1698,1,1,0,3,86.0,1,2007,0,3,0,0,0,0,0,1,0,8,1,1234,0,0,0,0,64,0,1,0,0
4,864,1,4,0,2,60.0,0,1970,0,3,0,0,0,0,0,0,0,5,1,375,0,0,0,0,0,0,1,0,0
6,1680,1,1,0,2,0.0,1,1988,0,4,0,0,0,0,0,0,0,5,1,808,0,0,0,0,44,0,1,0,0
7,1232,1,1,0,2,64.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,724,0,0,0,0,0,0,1,0,0
5,1776,1,1,0,3,85.0,1,1958,0,3,0,0,0,0,0,0,0,9,1,0,0,0,0,0,25,0,1,0,0
4,1208,0,1,1,2,52.0,1,1925,0,3,0,0,0,0,0,0,0,5,1,152,0,0,0,0,23,1,0,0,0
8,1616,1,1,0,2,39.0,1,1995,0,3,0,0,0,0,0,1,0,5,1,1180,0,0,0,0,152,0,1,0,0
7,1146,1,1,0,2,73.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,786,0,0,0,0,22,0,1,0,0
7,2031,1,1,0,2,75.0,1,1998,0,3,0,0,878,0,0,1,0,8,1,252,0,0,0,0,84,0,1,0,0
5,1144,1,1,0,1,80.0,0,1961,0,3,0,0,0,1,0,0,0,6,1,594,0,0,0,0,0,0,1,0,0
5,948,1,1,0,1,0.0,1,1968,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0
7,1768,0,1,1,2,60.0,1,1914,0,3,0,0,888,0,0,0,0,6,1,390,0,0,1,1,341,0,1,0,0
3,1040,1,0,0,2,60.0,1,1950,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0
8,1801,1,1,0,3,72.0,1,2005,0,3,0,0,900,0,0,1,0,8,1,0,0,0,0,0,116,0,1,1,0
5,1200,1,1,0,0,60.0,1,1987,0,3,0,0,0,0,0,0,0,5,1,1200,0,0,0,0,0,0,1,0,0
7,1728,1,1,0,2,65.0,1,2004,0,3,0,0,864,0,0,1,0,7,1,0,0,0,0,0,56,0,1,0,0
5,1432,0,1,1,2,60.0,1,1910,0,4,0,0,664,0,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0
6,912,1,1,0,1,65.0,1,1961,0,4,0,0,0,0,0,0,0,5,1,832,0,0,0,0,0,0,1,0,0
7,1349,1,1,0,2,65.0,1,2000,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,55,0,1,0,0
5,1464,1,1,0,2,70.0,1,1963,0,3,0,0,0,0,0,0,0,6,1,444,0,0,0,0,0,0,1,0,0
8,1337,1,1,0,2,41.0,1,1993,0,3,0,0,0,0,0,1,0,5,1,733,0,0,0,0,0,0,1,0,0
8,2715,1,5,0,2,0.0,1,1976,0,4,0,0,1540,0,0,0,0,11,1,575,0,0,0,0,204,0,1,0,0
7,2256,1,1,0,2,0.0,1,2000,0,3,0,0,1276,0,0,1,0,8,1,300,0,0,0,0,54,0,1,1,0
7,2640,0,1,1,4,65.0,1,1880,0,3,0,0,1320,0,0,0,0,8,1,0,0,0,0,1,0,0,1,0,0
7,1720,1,1,0,2,59.0,1,1996,0,3,0,0,0,0,0,1,0,7,1,919,0,0,0,0,56,0,1,0,0
4,1529,1,0,0,1,50.0,1,1945,0,3,0,0,441,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0
4,1140,0,1,1,0,55.0,1,1910,0,3,0,0,348,0,0,0,0,7,1,0,0,0,1,0,160,0,1,0,0
7,1320,1,1,0,2,0.0,1,2003,0,3,0,0,660,0,0,1,0,6,1,0,0,0,0,0,48,0,1,1,0
6,1494,1,1,0,2,79.0,1,1997,0,4,0,0,0,0,0,1,0,6,1,1200,0,0,0,0,27,0,1,0,0
8,2098,1,1,0,3,80.0,1,2005,0,3,0,0,1060,0,0,1,0,8,1,0,0,0,0,0,52,0,1,0,0
6,1026,1,2,0,2,61.0,1,1969,0,3,0,0,0,0,0,0,0,5,1,439,0,0,0,0,48,0,1,0,0
6,1471,0,1,0,2,34.0,1,1999,0,3,0,0,729,0,0,1,1,6,1,381,0,0,0,0,24,0,1,0,0
8,1768,1,1,0,2,68.0,1,2007,0,3,0,0,902,0,0,1,0,7,1,20,0,0,0,0,105,0,1,0,0
6,1386,1,1,0,2,0.0,1,1978,0,3,0,0,714,0,0,0,0,6,1,438,0,0,0,0,0,0,1,0,0
7,1501,0,1,0,2,24.0,1,1999,0,3,0,0,744,0,0,1,1,6,1,549,0,0,0,0,0,0,1,0,0
8,2531,1,5,0,3,65.0,1,1995,0,3,0,0,1203,0,0,1,0,9,1,56,0,0,0,0,98,0,1,0,0
6,864,1,1,0,1,70.0,0,1959,0,3,0,0,0,0,0,0,0,5,1,612,0,0,0,0,0,0,1,0,0
5,1301,0,1,1,2,60.0,1,1924,0,3,0,0,0,0,0,1,0,5,1,405,0,0,0,0,0,0,1,0,0
7,1547,0,1,0,2,72.0,1,2009,0,3,0,0,783,0,0,1,1,7,1,24,0,0,0,0,45,0,1,0,0
8,2365,1,1,0,3,82.0,1,1999,0,3,0,0,1097,0,0,1,0,8,1,1163,0,0,0,0,128,0,1,0,0
8,1494,1,6,0,2,30.0,1,1995,0,4,0,0,0,0,0,1,0,6,1,437,0,0,0,0,30,0,1,0,0
9,1506,1,1,0,2,75.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,174,0,1,0,0
7,1714,1,1,0,2,80.0,0,1988,0,3,0,0,734,0,0,0,0,7,1,394,0,0,0,0,66,0,1,0,0
6,1750,1,1,0,1,75.0,0,1940,0,3,0,0,767,0,0,0,0,7,1,660,0,0,0,0,0,0,1,0,0
7,1836,1,1,0,2,70.0,1,2004,0,3,0,0,0,0,0,1,0,8,1,24,0,0,0,0,33,0,1,0,0
8,3279,1,1,0,3,47.0,1,2003,0,3,0,0,1589,0,0,1,0,12,1,1416,0,0,0,0,36,0,1,0,0
5,858,1,1,0,2,0.0,1,1982,0,3,0,0,0,0,0,0,0,5,1,685,0,0,0,0,0,0,1,0,0
4,1220,1,1,0,2,67.0,1,1951,0,3,0,0,0,0,0,0,0,6,1,836,0,0,0,0,0,0,0,0,0
6,1117,1,4,0,2,94.0,1,1976,0,3,0,0,0,0,0,0,0,6,1,422,0,0,0,0,0,0,1,0,0
5,912,1,1,0,1,70.0,1,1958,0,3,0,0,0,0,0,0,0,5,1,456,0,0,0,0,0,1,0,0,0
8,1973,1,1,0,3,110.0,1,2006,0,3,0,0,0,0,0,1,0,9,1,0,0,0,0,0,45,0,1,0,0
6,1204,0,1,1,2,32.0,1,1998,0,3,0,0,0,0,0,1,0,5,1,866,0,0,0,0,247,0,1,0,0
7,1614,1,1,0,3,86.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,20,0,0,0,0,59,0,1,0,0
5,894,1,1,0,2,100.0,1,1974,0,3,0,0,0,0,0,0,0,5,1,762,0,0,0,0,0,0,1,0,0
5,2020,0,0,0,2,60.0,1,1977,0,3,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0
6,1004,1,1,0,2,78.0,1,1977,0,3,0,0,0,0,0,0,0,4,1,975,0,0,0,0,0,0,1,0,0
7,1253,1,1,0,2,63.0,1,1995,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,21,0,1,1,0
6,1603,1,1,0,2,65.0,1,1992,0,4,0,0,793,0,0,1,0,7,1,387,0,0,0,0,124,0,1,0,0
7,1430,1,1,0,2,67.0,1,2001,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,33,0,1,0,0
5,1110,1,1,0,2,0.0,1,1978,0,4,0,0,0,0,0,1,0,4,1,1097,0,0,0,0,30,0,1,0,0
6,1484,0,1,1,0,35.0,1,1914,0,3,0,0,742,0,0,0,0,9,1,0,0,0,0,0,291,0,1,0,0
6,1342,1,2,0,2,0.0,1,1967,0,3,0,0,0,0,0,0,0,7,1,251,0,0,0,0,0,0,1,0,0
5,1652,0,1,1,1,60.0,0,1915,1,4,0,0,686,0,0,1,0,7,1,686,0,0,0,0,0,0,1,0,0
7,2084,1,1,0,2,76.0,1,2004,0,3,0,0,1128,0,0,1,0,8,1,656,0,0,0,0,45,0,1,0,0
4,901,0,1,1,1,50.0,1,1954,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0
6,2087,1,1,0,2,0.0,1,1966,0,3,0,0,1111,0,0,0,0,9,1,568,0,0,0,0,168,0,1,0,0
7,1145,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,16,0,0,0,0,16,0,1,0,0
6,1062,1,1,0,2,0.0,1,1976,0,3,0,0,0,0,0,1,0,5,1,539,0,0,0,0,0,0,1,0,0
7,2013,1,1,0,2,92.0,1,1996,0,3,0,0,886,0,0,1,0,8,1,862,0,0,0,0,130,0,1,0,0
8,1496,1,1,0,2,76.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,130,0,1,0,0
7,1895,1,1,0,2,0.0,0,1994,0,3,0,0,809,0,0,1,0,7,1,0,0,0,0,0,46,0,1,1,0
6,1564,1,1,0,2,70.0,1,1980,0,3,0,0,676,0,0,0,0,7,1,0,0,0,0,0,50,0,1,0,0
6,1285,1,1,0,2,71.0,1,1977,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
5,773,1,1,0,1,57.0,1,1953,0,3,0,0,0,0,0,0,0,4,1,570,0,0,0,0,0,0,1,0,0
9,3140,1,1,0,3,104.0,1,2008,0,3,0,0,1174,0,0,1,0,11,1,0,0,0,0,0,78,0,1,0,0
5,1768,1,1,0,1,60.0,1,1937,0,3,0,0,787,0,0,0,0,7,1,569,0,0,1,0,0,0,1,0,0
6,1688,1,1,0,2,79.0,0,1997,0,3,0,0,1072,0,0,1,0,8,1,462,0,0,0,0,114,0,1,0,0
4,1196,0,1,1,2,40.0,1,1916,0,3,0,0,0,0,0,0,0,5,1,197,0,0,0,0,0,1,0,0,0
7,1456,1,1,0,2,63.0,1,2005,0,3,0,0,728,0,0,1,0,7,1,648,0,0,0,0,18,0,1,0,0
9,2822,1,1,0,3,107.0,1,2008,0,3,0,0,1088,0,0,1,0,12,1,0,0,0,0,0,170,0,1,0,0
5,1128,1,1,0,1,75.0,1,1954,0,3,0,0,0,1,0,0,0,5,1,812,0,0,0,0,0,0,1,0,0
7,1428,1,1,0,2,91.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,60,0,1,0,0
5,980,1,3,0,1,75.0,1,1967,0,3,0,0,0,0,0,1,0,6,1,400,0,0,0,0,0,0,1,0,0
5,1576,1,1,0,2,144.0,1,1923,0,3,0,0,504,0,0,0,0,6,1,1309,0,0,0,0,312,0,1,0,0
5,1086,1,4,0,2,85.0,1,1966,0,3,0,0,0,1,0,0,0,6,1,516,0,0,0,0,0,0,1,0,0
5,2138,0,1,1,2,90.0,1,1898,0,3,0,0,1063,0,0,1,0,11,1,0,0,0,0,1,156,1,0,0,0
6,1309,1,2,0,2,78.0,1,1974,0,3,0,0,0,0,0,0,0,5,1,663,0,0,0,0,0,0,1,0,0
6,848,0,1,1,2,0.0,1,2004,0,3,0,0,0,0,0,1,0,4,1,662,0,0,0,0,0,0,1,0,0
5,1044,0,1,0,2,66.0,0,1952,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0
6,1442,1,1,0,1,75.0,0,1958,0,3,0,0,0,0,0,0,0,7,1,608,0,0,0,0,0,0,1,0,0
5,1250,1,1,0,1,45.0,1,1918,0,3,0,0,564,0,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0
7,1661,1,1,0,2,48.0,1,1998,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,34,0,1,0,0
5,1008,1,1,0,1,0.0,1,1954,0,3,0,0,0,0,0,0,0,4,1,486,0,0,0,0,0,0,1,0,0
8,1689,1,1,0,3,0.0,1,2002,0,3,0,0,0,0,0,1,0,7,1,1218,0,0,0,0,59,0,1,0,0
6,1052,1,1,0,2,80.0,1,1971,0,3,0,0,0,0,0,0,0,6,1,504,0,0,0,0,0,0,1,0,0
7,1358,1,1,0,2,44.0,1,2009,0,3,0,0,0,0,0,1,0,6,1,733,0,0,0,0,35,0,1,0,0
7,1640,1,1,0,2,72.0,1,2003,0,3,0,0,842,0,0,1,0,6,1,0,0,0,0,0,45,0,1,0,0
4,936,0,1,1,2,60.0,1,1953,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,1,32,0,1,0,0
7,1733,1,1,0,2,0.0,1,2003,0,3,0,0,886,0,0,1,0,7,1,0,0,0,0,0,48,0,1,1,0
6,1489,1,1,0,1,60.0,1,1940,0,3,0,0,545,1,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0
8,1489,0,1,0,2,81.0,1,2006,0,3,0,0,0,0,0,1,1,7,1,0,0,0,0,0,140,0,1,0,0
10,2084,1,1,0,3,114.0,1,2007,0,3,0,1,0,0,0,1,0,7,0,1636,0,0,0,0,45,0,1,0,0
5,784,0,1,1,0,50.0,1,1924,0,3,0,0,0,0,0,0,0,5,1,784,0,0,1,0,0,0,1,0,0
7,1434,1,1,0,2,65.0,1,2001,0,3,0,0,0,0,0,1,0,6,1,20,0,0,0,0,39,0,1,0,0
5,2126,1,5,0,2,0.0,1,1967,0,3,1,0,966,0,0,1,0,7,1,249,0,0,0,0,0,0,1,0,0
7,1223,0,1,0,2,24.0,1,2005,0,3,0,0,623,0,0,1,1,4,1,0,0,0,0,0,166,0,1,0,0
6,1392,1,1,0,2,80.0,1,1957,0,3,0,0,0,0,0,0,0,6,1,1040,0,0,0,0,0,1,0,0,0
7,1200,0,1,0,2,30.0,1,2005,0,3,0,0,600,0,0,1,1,4,1,0,0,0,0,0,166,0,1,0,0
7,1829,1,1,0,2,44.0,1,2003,0,3,0,0,888,0,0,1,0,7,1,483,0,0,0,0,39,0,1,0,0
6,1516,1,4,0,2,100.0,1,1964,0,3,0,0,0,0,0,0,0,6,1,196,0,0,0,0,0,0,1,0,0
5,1144,1,1,0,2,75.0,1,1961,0,3,0,0,0,1,0,0,0,6,1,572,0,0,0,0,0,0,1,0,0
4,1067,1,1,0,2,60.0,1,1950,0,3,0,0,0,0,0,0,0,4,1,442,0,0,0,0,0,0,1,0,0
5,1559,0,1,1,2,90.0,1,1948,0,3,0,0,0,1,0,0,0,5,1,338,0,0,1,0,116,0,1,0,0
6,987,0,1,1,1,21.0,1,1973,0,3,0,0,504,0,0,0,0,5,1,330,0,0,0,0,0,0,1,0,0
5,1099,1,1,0,1,75.0,1,1995,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0
5,1200,1,1,0,1,70.0,1,1946,0,3,0,0,432,0,0,0,0,6,1,352,0,0,0,0,0,0,1,0,0
6,1482,0,1,0,1,0.0,1,1925,0,3,0,0,672,0,0,0,0,7,1,156,0,0,1,1,0,0,1,0,0
5,1539,0,1,1,2,60.0,1,1904,0,3,0,0,581,0,0,1,0,8,1,0,0,0,0,0,78,0,1,0,0
6,1165,1,5,0,2,82.0,1,1966,0,3,0,0,0,0,0,0,0,6,1,312,0,0,0,0,129,0,1,0,0
5,1800,1,1,0,0,80.0,1,1961,1,3,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,1,0,0
5,1416,0,1,1,3,100.0,1,1915,1,3,0,0,540,0,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0
5,1701,1,1,0,2,0.0,1,1975,0,3,0,0,0,0,0,0,0,6,1,1390,0,0,0,0,0,0,1,0,0
7,1775,1,1,0,2,75.0,1,1993,0,3,0,0,769,0,0,1,0,7,1,513,0,0,0,0,72,0,1,0,0
5,864,1,1,0,1,36.0,1,1972,0,3,0,0,0,0,0,0,0,5,1,460,0,0,0,0,0,0,1,0,0
6,2358,1,1,0,2,75.0,1,1908,0,3,0,0,1051,0,0,0,0,10,1,0,0,0,1,0,40,0,1,0,0
6,1855,1,1,0,2,80.0,1,1976,0,4,0,0,761,0,0,0,0,7,1,0,0,0,0,0,100,0,1,0,0
6,848,0,1,1,2,36.0,1,2003,0,3,0,0,0,0,0,1,0,3,1,659,0,0,0,0,0,0,1,0,0
